,Newspaper Name,Accident date,Header,News title,Deaths,Injured,Year,Month,Day,Month-Year,Season,AccidentDescription,Weekday,Identified Location,Severity,Accident Type,Car Type
187,Dhaka Tribune,2020-01-27,SSC examinee dies after being run over by Wasa’s tanker,SSC examinee dies after being run over...,1,0,2020,1,27,2020-01,Winter,SSC examinee dies after being run over by Wasa’s tanker  SSC examinee dies after being run over...,Monday,Unknown,Moderate,Other,Other
188,Dhaka Tribune,2020-01-26,2 killed in Mymensingh road accident,2 killed in Mymensingh road...,2,0,2020,1,26,2020-01,Winter,2 killed in Mymensingh road accident  2 killed in Mymensingh road...,Sunday,Mymensingh,Moderate,Casualty,Other
189,Dhaka Tribune,2020-01-25,8 killed in road accidents,8 killed in road accidents,8,0,2020,1,25,2020-01,Winter,8 killed in road accidents  8 killed in road accidents,Saturday,Unknown,High,Casualty,Other
190,Dhaka Tribune,2020-01-24,7 killed in road accidents in 4 districts,7 killed in road accidents in 4...,7,0,2020,1,24,2020-01,Winter,7 killed in road accidents in 4 districts  7 killed in road accidents in 4...,Friday,Unknown,High,Casualty,Other
191,Dhaka Tribune,2020-01-20,Road accident kills elderly woman,Road accident kills elderly woman,1,0,2020,1,20,2020-01,Winter,Road accident kills elderly woman  Road accident kills elderly woman,Monday,Unknown,Moderate,Other,Other
192,Dhaka Tribune,2020-01-18,3 of a family killed in Jessore road accident,3 of a family killed in Jessore road...,3,0,2020,1,18,2020-01,Winter,3 of a family killed in Jessore road accident  3 of a family killed in Jessore road...,Saturday,Jessore,High,Casualty,Other
193,Dhaka Tribune,2020-01-18,6 killed in road accidents,6 killed in road accidents,6,0,2020,1,18,2020-01,Winter,6 killed in road accidents  6 killed in road accidents,Saturday,Unknown,High,Casualty,Other
194,Dhaka Tribune,2020-01-17,3 killed in Chittagong road accident,3 killed in Chittagong road...,3,0,2020,1,17,2020-01,Winter,3 killed in Chittagong road accident  3 killed in Chittagong road...,Friday,Chittagong,High,Casualty,Other
195,Dhaka Tribune,2020-01-17,4 killed in Dhaka road accidents,4 killed in Dhaka road accidents,4,0,2020,1,17,2020-01,Winter,4 killed in Dhaka road accidents  4 killed in Dhaka road accidents,Friday,Dhaka,High,Casualty,Other
196,Dhaka Tribune,2020-01-16,Homecoming turns tragic for Bangladesh-origin USA man,Homecoming turns tragic for Bangladesh-origin...,1,0,2020,1,16,2020-01,Winter,Homecoming turns tragic for Bangladesh-origin USA man  Homecoming turns tragic for Bangladesh-origin...,Thursday,Bangladesh,Moderate,Other,Other
197,Dhaka Tribune,2020-01-14,2 killed in Dhaka road accidents,2 killed in Dhaka road accidents,2,0,2020,1,14,2020-01,Winter,2 killed in Dhaka road accidents  2 killed in Dhaka road accidents,Tuesday,Dhaka,Moderate,Casualty,Other
198,Dhaka Tribune,2020-01-12,Nine killed in road accidents,Nine killed in road accidents,9,0,2020,1,12,2020-01,Winter,Nine killed in road accidents  Nine killed in road accidents,Sunday,Unknown,High,Casualty,Other
199,Dhaka Tribune,2020-01-06,Family of 4 killed in Faridpur road accident,Family of 4 killed in Faridpur road...,4,0,2020,1,6,2020-01,Winter,Family of 4 killed in Faridpur road accident  Family of 4 killed in Faridpur road...,Monday,Faridpur,High,Casualty,Other
200,Dhaka Tribune,2020-01-04,4 killed in road accidents,4 killed in road accidents,4,0,2020,1,4,2020-01,Winter,4 killed in road accidents  4 killed in road accidents,Saturday,Unknown,High,Casualty,Other
201,Dhaka Tribune,2020-01-03,5 killed in road accidents in 3 districts,5 killed in road accidents in 3...,5,0,2020,1,3,2020-01,Winter,5 killed in road accidents in 3 districts  5 killed in road accidents in 3...,Friday,Unknown,High,Casualty,Other
202,Dhaka Tribune,2020-01-02,Road accidents kill 6 in 2 districts,Road accidents kill 6 in 2...,6,0,2020,1,2,2020-01,Winter,Road accidents kill 6 in 2 districts  Road accidents kill 6 in 2...,Thursday,Unknown,High,Other,Other
203,Dhaka Tribune,2020-01-01,Youth killed in Dhaka road accident,Youth killed in Dhaka road,1,0,2020,1,1,2020-01,Winter,Youth killed in Dhaka road accident  Youth killed in Dhaka road,Wednesday,Dhaka,Moderate,Casualty,Other
204,Dhaka Tribune,2019-12-29,"2 killed, 1 injured in road accidents","2 killed, 1 injured in road...",2,1,2019,12,29,2019-12,Winter,"2 killed, 1 injured in road accidents  2 killed, 1 injured in road...",Sunday,Unknown,Moderate,Casualty,Other
205,Dhaka Tribune,2019-12-28,Pleasure trip turns into tragedy,Pleasure trip turns into tragedy,3,0,2019,12,28,2019-12,Winter,Pleasure trip turns into tragedy  Pleasure trip turns into tragedy,Saturday,Unknown,High,Other,Other
206,Dhaka Tribune,2019-12-27,Chittagong Wasa engineer killed in road crash,Chittagong Wasa engineer killed in road...,1,0,2019,12,27,2019-12,Winter,Chittagong Wasa engineer killed in road crash  Chittagong Wasa engineer killed in road...,Friday,Chittagong,Moderate,Casualty,Other
207,Dhaka Tribune,2019-12-24,4 of a family among 5 killed in Kushtia road crash,4 of a family among 5 killed in Kushtia...,5,0,2019,12,24,2019-12,Winter,4 of a family among 5 killed in Kushtia road crash  4 of a family among 5 killed in Kushtia...,Tuesday,Kushtia,High,Casualty,Other
208,Dhaka Tribune,2019-12-24,11 killed in road crashes across country,11 killed in road crashes across...,11,0,2019,12,24,2019-12,Winter,11 killed in road crashes across country  11 killed in road crashes across...,Tuesday,Unknown,High,Casualty,Other
209,Dhaka Tribune,2019-12-21,Five killed in road accidents,Five killed in road accidents,5,0,2019,12,21,2019-12,Winter,Five killed in road accidents  Five killed in road accidents,Saturday,Unknown,High,Casualty,Other
210,Dhaka Tribune,2019-12-20,DMCH staff killed in Dhaka road accident,DMCH staff killed in Dhaka road...,1,0,2019,12,20,2019-12,Winter,DMCH staff killed in Dhaka road accident  DMCH staff killed in Dhaka road...,Friday,Dhaka,Moderate,Casualty,Other
211,Dhaka Tribune,2019-12-19,18 killed in road accidents in 9 districts,18 killed in road accidents in 9...,18,0,2019,12,19,2019-12,Winter,18 killed in road accidents in 9 districts  18 killed in road accidents in 9...,Thursday,Unknown,High,Casualty,Other
212,Dhaka Tribune,2019-12-15,9 killed in road accidents in the last two days,9 killed in road accidents in the last...,9,0,2019,12,15,2019-12,Winter,9 killed in road accidents in the last two days  9 killed in road accidents in the last...,Sunday,Unknown,High,Casualty,Other
213,Dhaka Tribune,2019-12-15,"‘My mother is dying, please save her’","‘My mother is dying, please save...",1,0,2019,12,15,2019-12,Winter,"‘My mother is dying, please save her’  ‘My mother is dying, please save...",Sunday,Unknown,Moderate,Other,Other
214,Dhaka Tribune,2019-12-13,Truck kills college student in Demra,Truck kills college student in...,1,0,2019,12,13,2019-12,Winter,Truck kills college student in Demra  Truck kills college student in...,Friday,Demra,Moderate,Other,Truck
215,Dhaka Tribune,2019-12-06,Three of a family killed in Tangail road accident,Three of a family killed in Tangail...,3,0,2019,12,6,2019-12,Winter,Three of a family killed in Tangail road accident  Three of a family killed in Tangail...,Friday,Tangail,High,Casualty,Other
216,Dhaka Tribune,2019-12-04,Man killed in Dhaka road accident,Man killed in Dhaka road accident,1,0,2019,12,4,2019-12,Winter,Man killed in Dhaka road accident  Man killed in Dhaka road accident,Wednesday,Dhaka,Moderate,Casualty,Other
217,Dhaka Tribune,2019-12-03,7 killed in road accidents,7 killed in road accidents,7,0,2019,12,3,2019-12,Winter,7 killed in road accidents  7 killed in road accidents,Tuesday,Unknown,High,Casualty,Other
218,Dhaka Tribune,2019-11-29,Bangla Vision staff killed in road accident,Bangla Vision staff killed in road...,1,0,2019,11,29,2019-11,Autumn,Bangla Vision staff killed in road accident  Bangla Vision staff killed in road...,Friday,Bangla,Moderate,Casualty,Other
219,Dhaka Tribune,2019-11-26,3 killed in Faridpur road accident,3 killed in Faridpur road accident,3,0,2019,11,26,2019-11,Autumn,3 killed in Faridpur road accident  3 killed in Faridpur road accident,Tuesday,Faridpur,High,Casualty,Other
220,Dhaka Tribune,2019-11-23,Police: Negligence of bus driver caused Munshiganj road accident,Police: Negligence of bus driver caused...,3,0,2019,11,23,2019-11,Autumn,Police: Negligence of bus driver caused Munshiganj road accident  Police: Negligence of bus driver caused...,Saturday,Munshiganj,High,Other,Bus
221,Dhaka Tribune,2019-11-22,9 killed in Munshiganj road accident,9 killed in Munshiganj road...,9,0,2019,11,22,2019-11,Autumn,9 killed in Munshiganj road accident  9 killed in Munshiganj road...,Friday,Munshiganj,High,Casualty,Other
222,Dhaka Tribune,2019-11-20,Police constable killed in Comilla road accident,Police constable killed in Comilla road...,1,0,2019,11,20,2019-11,Autumn,Police constable killed in Comilla road accident  Police constable killed in Comilla road...,Wednesday,Comilla,Moderate,Casualty,Other
223,Dhaka Tribune,2019-11-19,6 killed in road accidents in 2 districts,6 killed in road accidents in 2...,6,0,2019,11,19,2019-11,Autumn,6 killed in road accidents in 2 districts  6 killed in road accidents in 2...,Tuesday,Unknown,High,Casualty,Other
224,Dhaka Tribune,2019-11-17,8-year-old boy killed in Mirpur road crash,8-year-old boy killed in Mirpur road...,1,0,2019,11,17,2019-11,Autumn,8-year-old boy killed in Mirpur road crash  8-year-old boy killed in Mirpur road...,Sunday,Mirpur,Moderate,Casualty,Other
225,Dhaka Tribune,2019-11-13,Bus runs over 6-yr-old in Jatrabari,Bus runs over 6-yr-old in,1,0,2019,11,13,2019-11,Autumn,Bus runs over 6-yr-old in Jatrabari  Bus runs over 6-yr-old in,Wednesday,Jatrabari,Moderate,Other,Bus
226,Dhaka Tribune,2019-11-12,7 killed in road accidents across Bangladesh,7 killed in road accidents across...,7,0,2019,11,12,2019-11,Autumn,7 killed in road accidents across Bangladesh  7 killed in road accidents across...,Tuesday,Bangladesh,High,Casualty,Other
227,Dhaka Tribune,2019-11-12,Woman dies after being run over by bus in Dhaka,Woman dies after being run over by bus...,1,0,2019,11,12,2019-11,Autumn,Woman dies after being run over by bus in Dhaka  Woman dies after being run over by bus...,Tuesday,Dhaka,Moderate,Other,Bus
228,Dhaka Tribune,2019-11-08,13 injured as bus falls into pond in Noakhali,13 injured as bus falls into pond in...,0,13,2019,11,8,2019-11,Autumn,13 injured as bus falls into pond in Noakhali  13 injured as bus falls into pond in...,Friday,Noakhali,Moderate,Casualty,Bus
229,Dhaka Tribune,2019-11-08,Road accidents claim 12 lives across country,Road accidents claim 12 lives across...,12,0,2019,11,8,2019-11,Autumn,Road accidents claim 12 lives across country  Road accidents claim 12 lives across...,Friday,Unknown,High,Other,Other
230,Dhaka Tribune,2019-11-06,Army personnel killed in Chittagong road crash,Army personnel killed in Chittagong...,1,0,2019,11,6,2019-11,Autumn,Army personnel killed in Chittagong road crash  Army personnel killed in Chittagong...,Wednesday,Chittagong,Moderate,Casualty,Other
231,Dhaka Tribune,2019-10-31,Youth killed in Paltan road accident,Youth killed in Paltan road...,1,0,2019,10,31,2019-10,Autumn,Youth killed in Paltan road accident  Youth killed in Paltan road...,Thursday,Paltan,Moderate,Casualty,Other
232,Dhaka Tribune,2019-10-28,5 killed in road accidents in 4 districts,5 killed in road accidents in 4...,5,0,2019,10,28,2019-10,Autumn,5 killed in road accidents in 4 districts  5 killed in road accidents in 4...,Monday,Unknown,High,Casualty,Other
233,Dhaka Tribune,2019-10-28,2 killed in Rangpur road accident,2 killed in Rangpur road accident,2,0,2019,10,28,2019-10,Autumn,2 killed in Rangpur road accident  2 killed in Rangpur road accident,Monday,Rangpur,Moderate,Casualty,Other
234,Dhaka Tribune,2019-10-25,"4 killed, 26 injured in road accidents","4 killed, 26 injured in road...",4,0,2019,10,25,2019-10,Autumn,"4 killed, 26 injured in road accidents  4 killed, 26 injured in road...",Friday,Unknown,High,Casualty,Other
235,Dhaka Tribune,2019-10-22,6 killed in road accidents in 5 districts,6 killed in road accidents in 5...,6,0,2019,10,22,2019-10,Autumn,6 killed in road accidents in 5 districts  6 killed in road accidents in 5...,Tuesday,Unknown,High,Casualty,Other
236,Dhaka Tribune,2019-10-20,1 killed in Dhaka road accident,1 killed in Dhaka road accident,1,0,2019,10,20,2019-10,Autumn,1 killed in Dhaka road accident  1 killed in Dhaka road accident,Sunday,Dhaka,Moderate,Casualty,Other
237,Dhaka Tribune,2019-10-19,6 killed in road accidents in 4 districts,6 killed in road accidents in 4...,6,0,2019,10,19,2019-10,Autumn,6 killed in road accidents in 4 districts  6 killed in road accidents in 4...,Saturday,Unknown,High,Casualty,Other
238,Dhaka Tribune,2019-10-18,7 killed in road accidents,7 killed in road accidents,7,0,2019,10,18,2019-10,Autumn,7 killed in road accidents  7 killed in road accidents,Friday,Unknown,High,Casualty,Other
239,Dhaka Tribune,2019-10-17,Child crushed under easy-bike in Dhaka,Child crushed under easy-bike in...,1,0,2019,10,17,2019-10,Autumn,Child crushed under easy-bike in Dhaka  Child crushed under easy-bike in...,Thursday,Dhaka,Moderate,Other,Bike
240,Dhaka Tribune,2019-10-16,"Bus-truck collision kills 1, injures 3 in Sirajganj","Bus-truck collision kills 1, injures...",1,3,2019,10,16,2019-10,Autumn,"Bus-truck collision kills 1, injures 3 in Sirajganj  Bus-truck collision kills 1, injures...",Wednesday,Sirajganj,Moderate,Collision,Bus & Truck
241,Dhaka Tribune,2019-10-13,"2 die, one injured in Dhaka road crashes","2 die, one injured in Dhaka road...",2,1,2019,10,13,2019-10,Autumn,"2 die, one injured in Dhaka road crashes  2 die, one injured in Dhaka road...",Sunday,Dhaka,Moderate,Casualty,Other
242,Dhaka Tribune,2019-10-12,9 killed in road accidents,9 killed in road accidents,9,0,2019,10,12,2019-10,Autumn,9 killed in road accidents  9 killed in road accidents,Saturday,Unknown,High,Casualty,Other
243,Dhaka Tribune,2019-10-06,College student killed in Pirojpur road accident,College student killed in Pirojpur road...,1,0,2019,10,6,2019-10,Autumn,College student killed in Pirojpur road accident  College student killed in Pirojpur road...,Sunday,Pirojpur,Moderate,Casualty,Other
244,Dhaka Tribune,2019-10-06,Autorickshaw-train collision kills 6-year-old,Autorickshaw-train collision kills...,1,0,2019,10,6,2019-10,Autumn,Autorickshaw-train collision kills 6-year-old  Autorickshaw-train collision kills...,Sunday,Unknown,Moderate,Collision,Rickshaw & Train
245,Dhaka Tribune,2019-10-05,"4 killed in road accidents in Jessore, Dinajpur and Nilphamari","4 killed in road accidents in Jessore,...",4,0,2019,10,5,2019-10,Autumn,"4 killed in road accidents in Jessore, Dinajpur and Nilphamari  4 killed in road accidents in Jessore,...",Saturday,Dinajpur,High,Casualty,Other
246,Dhaka Tribune,2019-10-04,Eight killed in road accidents,Eight killed in road accidents,8,0,2019,10,4,2019-10,Autumn,Eight killed in road accidents  Eight killed in road accidents,Friday,Unknown,High,Casualty,Other
247,Dhaka Tribune,2019-10-03,RAB official killed in Dhaka road accident,RAB official killed in Dhaka road...,1,0,2019,10,3,2019-10,Autumn,RAB official killed in Dhaka road accident  RAB official killed in Dhaka road...,Thursday,Dhaka,Moderate,Casualty,Other
248,Dhaka Tribune,2019-10-02,Fire service officer killed in road accident,Fire service officer killed in road...,1,0,2019,10,2,2019-10,Autumn,Fire service officer killed in road accident  Fire service officer killed in road...,Wednesday,Unknown,Moderate,Casualty,Other
249,Dhaka Tribune,2019-10-02,"1 killed, at least 60 injured in road accidents in 2 districts","1 killed, at least 60 injured in road...",1,60,2019,10,2,2019-10,Autumn,"1 killed, at least 60 injured in road accidents in 2 districts  1 killed, at least 60 injured in road...",Wednesday,Unknown,Moderate,Casualty,Other
250,Dhaka Tribune,2019-09-29,Five killed in road accidents,Five killed in road accidents,5,0,2019,9,29,2019-09,Autumn,Five killed in road accidents  Five killed in road accidents,Sunday,Unknown,High,Casualty,Other
251,Dhaka Tribune,2019-09-28,"2 killed in road accidents in Rangpur, Feni","2 killed in road accidents in Rangpur,...",2,0,2019,9,28,2019-09,Autumn,"2 killed in road accidents in Rangpur, Feni  2 killed in road accidents in Rangpur,...",Saturday,Rangpur,Moderate,Casualty,Other
252,Dhaka Tribune,2019-09-27,1 killed in Dhaka road accident,1 killed in Dhaka road accident,1,0,2019,9,27,2019-09,Autumn,1 killed in Dhaka road accident  1 killed in Dhaka road accident,Friday,Dhaka,Moderate,Casualty,Other
253,Dhaka Tribune,2019-09-24,"Reckless bus kills man, child in Jessore","Reckless bus kills man, child in...",2,0,2019,9,24,2019-09,Autumn,"Reckless bus kills man, child in Jessore  Reckless bus kills man, child in...",Tuesday,Jessore,Moderate,Other,Bus
254,Dhaka Tribune,2019-09-23,3 killed in Sherpur road accident,3 killed in Sherpur road accident,3,0,2019,9,23,2019-09,Autumn,3 killed in Sherpur road accident  3 killed in Sherpur road accident,Monday,Sherpur,High,Casualty,Other
255,Dhaka Tribune,2019-09-21,4 Chinese tourists killed as bus crashes in Utah,4 Chinese tourists killed as bus crashes...,4,0,2019,9,21,2019-09,Autumn,4 Chinese tourists killed as bus crashes in Utah  4 Chinese tourists killed as bus crashes...,Saturday,Utah,High,Casualty,Bus
256,Dhaka Tribune,2019-09-20,2 Bangladeshi siblings killed in Mozambique road accident,2 Bangladeshi siblings killed in Mozambique...,2,0,2019,9,20,2019-09,Autumn,2 Bangladeshi siblings killed in Mozambique road accident  2 Bangladeshi siblings killed in Mozambique...,Friday,Unknown,Moderate,Casualty,Other
257,Dhaka Tribune,2019-09-17,Road accidents kill 4 in 3 districts,Road accidents kill 4 in 3...,4,0,2019,9,17,2019-09,Autumn,Road accidents kill 4 in 3 districts  Road accidents kill 4 in 3...,Tuesday,Unknown,High,Other,Other
258,Dhaka Tribune,2019-09-16,3 killed in road accidents in 3 districts,3 killed in road accidents in 3...,3,0,2019,9,16,2019-09,Autumn,3 killed in road accidents in 3 districts  3 killed in road accidents in 3...,Monday,Unknown,High,Casualty,Other
259,Dhaka Tribune,2019-09-16,11 killed in road crashes,11 killed in road crashes,11,0,2019,9,16,2019-09,Autumn,11 killed in road crashes  11 killed in road crashes,Monday,Unknown,High,Casualty,Other
260,Dhaka Tribune,2019-09-14,2 dead in road accidents in 2 districts,2 dead in road accidents in 2...,2,0,2019,9,14,2019-09,Autumn,2 dead in road accidents in 2 districts  2 dead in road accidents in 2...,Saturday,Unknown,Moderate,Other,Other
261,Dhaka Tribune,2019-09-14,"2 killed, 23 injured in road accidents","2 killed, 23 injured in road...",2,23,2019,9,14,2019-09,Autumn,"2 killed, 23 injured in road accidents  2 killed, 23 injured in road...",Saturday,Unknown,Moderate,Casualty,Other
262,Dhaka Tribune,2019-09-11,5 killed in road accidents in 3 districts,5 killed in road accidents,5,0,2019,9,11,2019-09,Autumn,5 killed in road accidents in 3 districts  5 killed in road accidents,Wednesday,Unknown,High,Casualty,Other
263,Dhaka Tribune,2019-09-08,"1 killed, another injured in Dhaka road accident","1 killed, another injured in Dhaka road...",1,1,2019,9,8,2019-09,Autumn,"1 killed, another injured in Dhaka road accident  1 killed, another injured in Dhaka road...",Sunday,Dhaka,Moderate,Casualty,Other
264,Dhaka Tribune,2019-09-06,Transport worker killed in Dhaka road accident,Transport worker killed in Dhaka road...,1,0,2019,9,6,2019-09,Autumn,Transport worker killed in Dhaka road accident  Transport worker killed in Dhaka road...,Friday,Dhaka,Moderate,Casualty,Other
265,Dhaka Tribune,2019-09-05,Eight killed in road accidents,Eight killed in road accidents,8,0,2019,9,5,2019-09,Autumn,Eight killed in road accidents  Eight killed in road accidents,Thursday,Unknown,High,Casualty,Other
266,Dhaka Tribune,2019-09-02,Road accidents kill 8 in 6 districts,Road accidents kill 8 in 6...,8,0,2019,9,2,2019-09,Autumn,Road accidents kill 8 in 6 districts  Road accidents kill 8 in 6...,Monday,Unknown,High,Other,Other
267,Dhaka Tribune,2019-09-02,ASI among 3 killed in Comilla road accident,ASI among 3 killed in Comilla road...,3,0,2019,9,2,2019-09,Autumn,ASI among 3 killed in Comilla road accident  ASI among 3 killed in Comilla road...,Monday,Comilla,High,Casualty,Other
268,Dhaka Tribune,2019-09-02,Bangla Motor bus accident: Driver did not have the right license to operate a bus,Bangla Motor bus accident: Driver did...,3,0,2019,9,2,2019-09,Autumn,Bangla Motor bus accident: Driver did not have the right license to operate a bus  Bangla Motor bus accident: Driver did...,Monday,Bangla,High,Other,Bus
269,Dhaka Tribune,2019-09-01,1 killed in Dhaka road accident,1 killed in Dhaka road accident,1,0,2019,9,1,2019-09,Autumn,1 killed in Dhaka road accident  1 killed in Dhaka road accident,Sunday,Dhaka,Moderate,Casualty,Other
270,Dhaka Tribune,2019-08-31,Motorcyclist killed in Malibagh road accident,Motorcyclist killed in Malibagh road...,1,0,2019,8,31,2019-08,Summer,Motorcyclist killed in Malibagh road accident  Motorcyclist killed in Malibagh road...,Saturday,Malibagh,Moderate,Casualty,Motorcycle
271,Dhaka Tribune,2019-08-30,4 killed in road accidents,4 killed in road accidents,4,0,2019,8,30,2019-08,Summer,4 killed in road accidents  4 killed in road accidents,Friday,Unknown,High,Casualty,Other
272,Dhaka Tribune,2019-08-29,2 killed in Ashulia road accident,2 killed in Ashulia road accident,2,0,2019,8,29,2019-08,Summer,2 killed in Ashulia road accident  2 killed in Ashulia road accident,Thursday,Ashulia,Moderate,Casualty,Other
273,Dhaka Tribune,2019-08-29,"‘The thing I feared the most, just happened to me’","‘The thing I feared the most, just happened...",3,0,2019,8,29,2019-08,Summer,"‘The thing I feared the most, just happened to me’  ‘The thing I feared the most, just happened...",Thursday,Unknown,High,Other,Other
274,Dhaka Tribune,2019-08-28,"4 killed in Dinajpur, Jhenaidah road accidents","4 killed in Dinajpur, Jhenaidah road...",4,0,2019,8,28,2019-08,Summer,"4 killed in Dinajpur, Jhenaidah road accidents  4 killed in Dinajpur, Jhenaidah road...",Wednesday,Dinajpur,High,Casualty,Other
275,Dhaka Tribune,2019-08-27,"3 killed in Dhaka, Gazipur road accidents","3 killed in Dhaka, Gazipur road...",3,0,2019,8,27,2019-08,Summer,"3 killed in Dhaka, Gazipur road accidents  3 killed in Dhaka, Gazipur road...",Tuesday,Dhaka,High,Casualty,Other
276,Dhaka Tribune,2019-08-25,Bus kills policeman in Bandarban,Bus kills policeman in Bandarban,1,0,2019,8,25,2019-08,Summer,Bus kills policeman in Bandarban  Bus kills policeman in Bandarban,Sunday,Bandarban,Moderate,Other,Bus
277,Dhaka Tribune,2019-08-25,Bangladeshi youth killed in Macedonia road accident,Bangladeshi youth killed in Macedonia...,1,0,2019,8,25,2019-08,Summer,Bangladeshi youth killed in Macedonia road accident  Bangladeshi youth killed in Macedonia...,Sunday,Macedonia,Moderate,Casualty,Other
278,Dhaka Tribune,2019-08-24,Army sergeant killed in Bogra road accident,Army sergeant killed in Bogra road...,1,0,2019,8,24,2019-08,Summer,Army sergeant killed in Bogra road accident  Army sergeant killed in Bogra road...,Saturday,Bogra,Moderate,Casualty,Other
279,Dhaka Tribune,2019-08-24,11 killed in Faridpur road accidents,11 killed in Faridpur road...,11,0,2019,8,24,2019-08,Summer,11 killed in Faridpur road accidents  11 killed in Faridpur road...,Saturday,Faridpur,High,Casualty,Other
280,Dhaka Tribune,2019-08-23,2 die in separate road accidents in Dhaka,2 die in separate road accidents in...,2,0,2019,8,23,2019-08,Summer,2 die in separate road accidents in Dhaka  2 die in separate road accidents in...,Friday,Dhaka,Moderate,Other,Other
281,Dhaka Tribune,2019-08-22,"3 killed, 15 injured in Thakurgaon road accident","3 killed, 15 injured in Thakurgaon road...",3,15,2019,8,22,2019-08,Summer,"3 killed, 15 injured in Thakurgaon road accident  3 killed, 15 injured in Thakurgaon road...",Thursday,Thakurgaon,High,Casualty,Other
282,Dhaka Tribune,2019-08-22,1 killed in Habiganj road accident,1 killed in Habiganj road accident,1,0,2019,8,22,2019-08,Summer,1 killed in Habiganj road accident  1 killed in Habiganj road accident,Thursday,Habiganj,Moderate,Casualty,Other
283,Dhaka Tribune,2019-08-21,Child killed in Kurigram road accident,Child killed in Kurigram road...,1,0,2019,8,21,2019-08,Summer,Child killed in Kurigram road accident  Child killed in Kurigram road...,Wednesday,Kurigram,Moderate,Casualty,Other
284,Dhaka Tribune,2019-08-20,2 killed in Comilla road accident,2 killed in Comilla road accident,2,0,2019,8,20,2019-08,Summer,2 killed in Comilla road accident  2 killed in Comilla road accident,Tuesday,Comilla,Moderate,Casualty,Other
285,Dhaka Tribune,2019-08-18,15 killed in road accidents across Bangladesh,15 killed in road accidents across...,15,0,2019,8,18,2019-08,Summer,15 killed in road accidents across Bangladesh  15 killed in road accidents across...,Sunday,Bangladesh,High,Casualty,Other
286,Dhaka Tribune,2019-08-17,4 killed in Narsingdi road accident,4 killed in Narsingdi road,4,0,2019,8,17,2019-08,Summer,4 killed in Narsingdi road accident  4 killed in Narsingdi road,Saturday,Narsingdi,High,Casualty,Other
287,Dhaka Tribune,2019-08-16,4 of a family killed in Mymensingh road accident,4 of a family killed in Mymensingh road...,4,0,2019,8,16,2019-08,Summer,4 of a family killed in Mymensingh road accident  4 of a family killed in Mymensingh road...,Friday,Mymensingh,High,Casualty,Other
288,Dhaka Tribune,2019-08-16,Schoolboy killed in Rajbari road accident,Schoolboy killed in Rajbari road...,1,0,2019,8,16,2019-08,Summer,Schoolboy killed in Rajbari road accident  Schoolboy killed in Rajbari road...,Friday,Rajbari,Moderate,Casualty,Other
289,Dhaka Tribune,2019-08-15,19 killed in road accidents,19 killed in road accidents,19,0,2019,8,15,2019-08,Summer,19 killed in road accidents  19 killed in road accidents,Thursday,Unknown,High,Casualty,Other
290,Dhaka Tribune,2019-08-14,8 killed in road accidents in 5 districts,8 killed in road accidents in 5...,8,0,2019,8,14,2019-08,Summer,8 killed in road accidents in 5 districts  8 killed in road accidents in 5...,Wednesday,Unknown,High,Casualty,Other
291,Dhaka Tribune,2019-08-11,Journo among 4 killed in road accidents in 3 districts,Journo among 4 killed in road accidents...,4,0,2019,8,11,2019-08,Summer,Journo among 4 killed in road accidents in 3 districts  Journo among 4 killed in road accidents...,Sunday,Unknown,High,Casualty,Other
292,Dhaka Tribune,2019-08-08,Bus kills 2 motorcyclists on Sirajganj highway,Bus kills 2 motorcyclists on Sirajganj...,2,0,2019,8,8,2019-08,Summer,Bus kills 2 motorcyclists on Sirajganj highway  Bus kills 2 motorcyclists on Sirajganj...,Thursday,Sirajganj,Moderate,Other,Bus & Motorcycle
293,Dhaka Tribune,2019-08-07,2 killed in Habiganj road accident,2 killed in Habiganj road accident,2,0,2019,8,7,2019-08,Summer,2 killed in Habiganj road accident  2 killed in Habiganj road accident,Wednesday,Habiganj,Moderate,Casualty,Other
294,Dhaka Tribune,2019-08-04,Thakurgaon road accident: Death toll rises to 12,Thakurgaon road accident: Death toll...,12,0,2019,8,4,2019-08,Summer,Thakurgaon road accident: Death toll rises to 12  Thakurgaon road accident: Death toll...,Sunday,Thakurgaon,High,Other,Other
295,Dhaka Tribune,2019-08-01,Man run over by truck in Dhaka,Man run over by truck in Dhaka,1,0,2019,8,1,2019-08,Summer,Man run over by truck in Dhaka  Man run over by truck in Dhaka,Thursday,Dhaka,Moderate,Other,Truck
296,Dhaka Tribune,2019-07-31,3 cattle traders killed in Comilla road accident,3 cattle traders killed in Comilla road...,3,0,2019,7,31,2019-07,Summer,3 cattle traders killed in Comilla road accident  3 cattle traders killed in Comilla road...,Wednesday,Comilla,High,Casualty,Other
297,Dhaka Tribune,2019-07-30,"2 madrasa students killed, 9 injured in Barisal road accident","2 madrasa students killed, 9 injured...",2,9,2019,7,30,2019-07,Summer,"2 madrasa students killed, 9 injured in Barisal road accident  2 madrasa students killed, 9 injured...",Tuesday,Barisal,Moderate,Casualty,Other
298,Dhaka Tribune,2019-07-29,6 killed in Gopalganj road crash,6 killed in Gopalganj road crash,6,0,2019,7,29,2019-07,Summer,6 killed in Gopalganj road crash  6 killed in Gopalganj road crash,Monday,Gopalganj,High,Casualty,Other
